Throughput
Capacity, Actual, Utilization, Latency
100, 0, 0, 1000
Ingress buffer of core-4
Maximal size, Average size, Peak size, Packets transmitted, Packets dropped, Drop percent
4194304, 667, 1500, 4680, 94120879372808, 1
Egress buffer of pod-1_aggr-2
Maximal size, Average size, Peak size, Packets transmitted, Packets dropped, Drop percent
4194304, 667, 1500, 4682, 7306371813782872422, 1
